clip,system,laeq_proxy,lufs,crest_db,peak,rms,lsd_vs_ref,dlaeq_vs_ref,dlufs_vs_ref
657761__kevp888__221029_2225_fr_malechoir,ablation_mid_only,55.3575605222917,-34.326077361951434,16.10308074402125,0.12703673528965478,0.01989643590141729,0.004121491460199236,-7.887024366937112e-13,1.6606655407258586e-05
657761__kevp888__221029_2225_fr_malechoir,ablation_mid_low,55.25490187587985,-34.65001548144793,16.53210986387885,0.12774760846070263,0.01904352258617373,0.37074161952977447,-0.10265864641263533,-0.32392151284108905
657761__kevp888__221029_2225_fr_malechoir,ablation_mid_high,55.3575605222917,-34.326077361951434,16.10308074402125,0.12703673528965478,0.01989643590141729,0.004121491460199236,-7.887024366937112e-13,1.6606655407258586e-05
657761__kevp888__221029_2225_fr_malechoir,ablation_full,55.25490187587985,-34.65001548144793,16.53210986387885,0.12774760846070263,0.01904352258617373,0.37074161952977447,-0.10265864641263533,-0.32392151284108905
735157__jadis0x__simple-music-loop-bass-keys-drums,original,67.13417886822735,-19.340462751038828,17.974995595040212,1.006595790290737,0.12708822966687017,,,
735157__jadis0x__simple-music-loop-bass-keys-drums,broadband_limiter,67.1338285376414,-19.34085765474886,17.975445888236145,1.006595790290737,0.12708164133980937,0.0008284479463880665,-0.0003503305859453576,-0.000394903710031258
735157__jadis0x__simple-music-loop-bass-keys-drums,ablation_crossover_only,67.134178778801,-19.340445695779763,18.92769237516966,1.1232849691199358,0.12708822930160613,0.0014190403866722694,-8.942635076891747e-08,1.7055259064591155e-05
735157__jadis0x__simple-music-loop-bass-keys-drums,ablation_mid_only,67.134178778801,-19.340445695779763,18.92769237516966,1.1232849691199358,0.12708822930160613,0.0014190403866722694,-8.942635076891747e-08,1.7055259064591155e-05
735157__jadis0x__simple-music-loop-bass-keys-drums,ablation_mid_low,66.98782395146532,-21.557608992242347,20.056619125847888,0.8472983167200048,0.084179314985367,0.7272952727923296,-0.1463549167620357,-2.217146241203519
735157__jadis0x__simple-music-loop-bass-keys-drums,ablation_mid_high,67.134178778801,-19.340445695779763,18.92769237516966,1.1232849691199358,0.12708822930160613,0.0014190403866722694,-8.942635076891747e-08,1.7055259064591155e-05
735157__jadis0x__simple-music-loop-bass-keys-drums,ablation_full,66.98782395146532,-21.557608992242347,20.056619125847888,0.8472983167200048,0.084179314985367,0.7272952727923296,-0.1463549167620357,-2.217146241203519
739037__acoustiangel__acoustiangel,original,62.12761278666763,-25.369524732837093,20.78938112948989,0.5133056640625,0.04687130010317768,,,
739037__acoustiangel__acoustiangel,broadband_limiter,62.1072137346698,-25.378941999056305,20.79415377582077,0.5133056640625,0.04684555274733487,0.039734518945615006,-0.02039905199783476,-0.009417266219212905
739037__acoustiangel__acoustiangel,ablation_crossover_only,62.12761278666656,-25.36945297422962,20.384360640599425,0.4899198454971561,0.046871300103167174,0.008760242138527852,-1.0729195309977513e-12,7.17586074721055e-05
739037__acoustiangel__acoustiangel,ablation_mid_only,62.12761278666656,-25.36945297422962,20.384360640599425,0.4899198454971561,0.046871300103167174,0.008760242138527852,-1.0729195309977513e-12,7.17586074721055e-05
739037__acoustiangel__acoustiangel,ablation_mid_low,61.98567069035228,-25.895510289200747,21.20643583253368,0.4893764440581947,0.04259133659954356,0.233233293573714,-0.14194209631535415,-0.5259855563636542
739037__acoustiangel__acoustiangel,ablation_mid_high,62.12761278666656,-25.36945297422962,20.384360640599425,0.4899198454971561,0.046871300103167174,0.008760242138527852,-1.0729195309977513e-12,7.17586074721055e-05
739037__acoustiangel__acoustiangel,ablation_full,61.98567069035228,-25.895510289200747,21.20643583253368,0.4893764440581947,0.04259133659954356,0.233233293573714,-0.14194209631535415,-0.5259855563636542
